handle,user_name,description_short,avatar,followers,following,log_followers,log_following,ff_ratio,account_age_days,has_bio,has_location,bio_stance_score,bio_account_type,avatar_type,avatar_national_symbol,xpoz_verified,xpoz_inauthentic_prob,xpoz_inauthentic_type,xpoz_avg_tweets_day
bowlerbarrister,Ross Bowler,"... I learned a lesson, it left a scar ...",https://pbs.twimg.com/profile_images/1806365330/Logo_-03_normal.jpg,2926,542,7.9817332866918855,6.297109319933935,5.388581952117864,5146,True,True,1,individual,cartoon_or_illustration,False,False,,,
atillahunor,OSINT Sashik,"FREEDOM OF SPEECH, FREEDOM OF CONSCIENCE 
...............
Father, Husband, Septi-Lingual Patriot  
 --- ⚔ + ⚖+💻 ---

✌🏻IN TEMPIS AERVMNARVM VIRTVS APERITVR✌🏻",https://pbs.twimg.com/profile_images/1855656404826345472/fFCi5rjW_normal.jpg,2916,2969,7.978310969867722,7.996317231796746,0.9818181818181818,1867,True,True,2,individual,real_person_photo,False,False,,,
roberts56gavin,Gavin Roberts,Ordinary Member Maryhill Springburn SNP for a while. No More.Independence & social justice. Nothing else. #BothVotesMince was true. #AlbaRising thankfully.,https://pbs.twimg.com/profile_images/517427937923334146/pn3gESAz_normal.jpeg,2839,3249,7.951559331155252,8.086410275323782,0.8735384615384615,4118,True,True,1,individual,real_person_photo,False,False,,,
anitagriff38352,Anita G,"a mother of four and a British patriot, anti woke and  immigration. Pro Israel.
No dm's please",https://pbs.twimg.com/profile_images/1659881115786551298/Z8TfU0CQ_normal.png,2838,3164,7.951207156472972,8.059908334578276,0.8966824644549763,933,True,True,1,individual,cartoon_or_illustration,False,False,,,
woltzhowell,Howell W. Woltz,"American author and journalist for The Richardson Post, living in Warsaw, Poland covering the harms of Progressivism and Globalism on nation states.",https://pbs.twimg.com/profile_images/824300591648100353/kv6ttEq1_normal.jpg,2757,2625,7.922261058353247,7.873217054862741,1.04988575780655,4691,True,True,2,journalist_or_media,real_person_photo,False,True,,,
kenan101138,Kenan Beg,"family man,🐶 lover. LIKES: honesty, facts, humility DISLIKES: liars, cheats, hypocrites. supporting 🇵🇸 to live in peace + dignity",https://pbs.twimg.com/profile_images/1782428316248522752/qcn90iHR_normal.jpg,2744,5191,7.917536353943631,8.554874258383926,0.5285053929121726,6265,True,True,1,individual,cartoon_or_illustration,False,False,0.5788586038144861,REAL HUMAN,5.3
mojobaby007,MojoBaby6975,"Every time I tell the truth, I get kicked off.  Starting Over Again. MAGA, PATRIOT, CONSTITUTION , ANTI CORRUPTION, ANTI LIBERAL. TRUMP.  I A M  C H A R L I E",https://pbs.twimg.com/profile_images/1801065459891982336/K_S-UnYY_normal.jpg,2686,4537,7.8961806086154915,8.420241665339788,0.5918907007492288,556,True,False,1,individual,cartoon_or_illustration,False,True,,,
davidwall_,David Wall,,https://pbs.twimg.com/profile_images/1593723647549743107/-OP3134a_normal.jpg,2680,135,7.893945138235959,4.912654885736052,19.705882352941178,1132,False,True,1,anonymous_or_no_info,real_person_photo,False,True,,,
cw72119,C W,"Agitating the agiprop
Valhalla 
No Porno NO Crypto Married
You only live twice.
Once when your born,and once when you look death in the face.
Unverified welcome",https://pbs.twimg.com/profile_images/1845985020051087360/EgwvXFM8_normal.jpg,2626,1710,7.87359778968554,7.444833273892193,1.5347749853886616,920,True,False,2,individual,real_person_photo,False,True,0.5714198856698856,REAL HUMAN,2.47
brane_mija64426,brane mijatovic,,https://pbs.twimg.com/profile_images/1750201446677508097/Xxwm2agb_normal.jpg,2543,119,7.841492924460013,4.787491742782046,21.191666666666666,901,False,False,1,anonymous_or_no_info,real_person_photo,False,True,0.6244786732874967,REAL HUMAN,4.27
bijke1953,Sietske Miedema,,https://pbs.twimg.com/profile_images/1472246425459249159/clG1oKKt_normal.png,2530,4909,7.836369760545124,8.499029220788566,0.515274949083503,1447,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
steveh689,steveh689,retired Anglo/Aussie  observing the insanity 🇬🇧🇦🇺🌸🗽 no farmers  no food,https://pbs.twimg.com/profile_images/1459564422851174408/P3cG_GTa_normal.jpg,2527,2747,7.8351837552667485,7.91862865334224,0.9195778748180495,1467,True,True,2,individual,cartoon_or_illustration,False,False,0.6674566397654634,REAL HUMAN,0.4
sitarms,Michael C. Murphy,Former army Lt Col. with long service in security & intel. Currently undoing damage done to Irish national security by misinformed 'security experts.,https://pbs.twimg.com/profile_images/1085934118792282116/gaaY-MNq_normal.jpg,2521,1413,7.8328075165248645,7.254177846456518,1.7828854314002829,3547,True,True,2,individual,real_person_photo,False,True,,,
humbleguy36,Public School Survivor,"Minimal government. Pro 2nd.
Support DOGE because both parties are corrupt. Trump 🇺🇲  👉NO DMs",https://pbs.twimg.com/profile_images/1903249911489105921/DmaEXSOZ_normal.jpg,2448,2304,7.803435056952168,7.742835955430749,1.0620390455531454,6022,True,True,1,individual,default_or_empty,False,False,0.5261580331433271,REAL HUMAN,1.5
drewgood1971,AndyG1971,"Artist, Writer, tvcs Director. Designer, Mad Magazine Artist cartoonist.",https://pbs.twimg.com/profile_images/1980495697511055360/OjPgTuxb_normal.jpg,2441,1390,7.80057265467065,7.237778191923443,1.7548526240115025,290,True,True,1,individual,default_or_empty,False,False,,,
88_web3_robbie,St.ROBBIE🎱🎱🦍🇳🇱,"FamilyMan ✝️ from Amsterdam 🏛
                         Hooligan#1235 #FCKOFF @SaintsoflaNFT @chumpzonape @SMITHSnfts @LeGodsNFT
#ApeChain @apecoin @ApeChainHub",https://pbs.twimg.com/profile_images/2002790966617374720/HckIXvIy_normal.jpg,2397,3754,7.7823903355874595,8.230843564198235,0.6383488681757656,1513,True,True,1,individual,default_or_empty,False,True,,,
freedom34612646,FreedomisnotFree,My Twitter name says it all...🦅🦅🦅🇺🇸🇺🇸🇺🇸🇺🇸,https://pbs.twimg.com/profile_images/1931500837433430017/BqHwh-_M_normal.jpg,2391,4355,7.779885115070522,8.37930948405285,0.5488980716253443,1065,True,True,2,individual,flag_or_national_symbol,True,False,,,
sseeji,Seeji Sundarakshan,"interest in geopolitics, economics, independent media and people.                                

https://t.co/LKajXnh2cF",https://pbs.twimg.com/profile_images/1359552685427445761/ameZIkWQ_normal.jpg,2374,369,7.772752716468742,5.91350300563827,6.416216216216216,3348,True,True,2,individual,real_person_photo,False,False,,,
dstaterespteam,Deep State Response Team 🇺🇸,"Democrats f'ed around for 4 years, now they're finding out.
Anti-Communist, Anti-Islam, Pro-Civilization. Responding to deep state  and democrat lies.",https://pbs.twimg.com/profile_images/1854735240603815940/JNkROx-e_normal.jpg,2324,216,7.751475318021456,5.37989735354046,10.709677419354838,2513,True,True,2,individual,default_or_empty,False,True,,,
chipke7,Lieve,"Free Palestine. Mumia A. Jamal journalist wrongly convicted, It’s all by design, Pardon Assange, song Roger Waters, Sumud: is dignity confronting dehumanization",https://pbs.twimg.com/profile_images/1772611905145696257/Pe1xJaLb_normal.jpg,2316,2203,7.748028524432376,7.698029170272805,1.0508166969147006,5715,True,True,2,individual,real_person_photo,False,True,0.26317340992341,REAL HUMAN,2.7
bellawoodburny1,JoyfulOldLady,"Reaching out to unify our country (but don’t test me, okay?)  @FloridaHappiness on Truth Social",https://pbs.twimg.com/profile_images/1801600527978905601/CImljn_V_normal.jpg,2316,3716,7.748028524432376,8.220672170297252,0.6230831315577078,1350,True,True,2,individual,cartoon_or_illustration,True,False,,,
hubertusvenator,Hubertus Venator,Waidmannsheil!,https://pbs.twimg.com/profile_images/1986410574729662464/Kho9O4Yh_normal.jpg,2316,2291,7.748028524432376,7.73718007783463,1.0104712041884816,5980,True,True,1,individual,default_or_empty,False,False,,,
steelblueiii,George Aucoin,"Constitutionalist, Veteran “Long May She Wave…”",https://pbs.twimg.com/profile_images/1520885800375889923/VMph5pJ8_normal.jpg,2308,1126,7.744569809354496,7.027314514039777,2.0479148181011535,1333,True,True,1,individual,real_person_photo,False,True,,,
armanamany,Arman Amany 🇦🇫,"دا وطن افغانستــــان دی
 دا عزت د هر افغــــان دی 
کور د سولی کور د تــوری
 هر بچی یی قهرمــان‌ دی",https://pbs.twimg.com/profile_images/1809953669040734209/KXmmn-L-_normal.jpg,2295,578,7.738923757439457,6.361302477572996,3.9637305699481864,2794,True,True,2,anonymous_or_no_info,default_or_empty,False,False,,,
kjanoski50502,Kathleen Janoski,"Covid is a bioweapon.
New account because of extreme censorship pre-Elon.",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2283,1306,7.7336835707759,7.175489713624222,1.7467482785003825,363,True,False,2,anonymous_or_no_info,default_or_empty,False,False,,,
abhi_is_great,Abhishekh Prataap Singhh,"follow each other to grow faster on X. संगठन में शक्ति है।
Political | Social | Devotional | Professional | Personal",https://pbs.twimg.com/profile_images/1997039311494303745/g2wK0Fz6_normal.jpg,2268,1306,7.727094484779841,7.175489713624222,1.7352716143840856,2985,True,True,1,individual,default_or_empty,False,False,,,
jorgensenflinke,flinke,"Kom med i kætterklubben. 
Det er plads til mange flere.
DM for min profil på Gab
Aldersverifikation nej tak",https://pbs.twimg.com/profile_images/1626494370059894784/zqkSnTAk_normal.jpg,2262,2367,7.724446645633537,7.769800996003896,0.9552364864864865,3601,True,True,2,individual,cartoon_or_illustration,False,False,,,
ghost_pilot_md,GhØsT🕳️PiLØT🕳️MD,#888 | 🩻☢️ M.D. | 🧠 @agialphaagent Integration👾 |⚡️Tech & Crypto Enthusiast 💰 | 🦾 Innovator💡 | 🤖 Anthropomorphism 👁️ | 🚀 Sci-Fi Author 🌌| 👽E.T.☎️🏠,https://pbs.twimg.com/profile_images/1934453993159249920/a3BHQ6yK_normal.jpg,2236,1520,7.71289096149013,7.327123292259293,1.4700854700854702,3016,True,True,1,individual,cartoon_or_illustration,False,True,,,
kwin8675309,Kwin - Politically Offensive,Vote 3rd Party,https://pbs.twimg.com/profile_images/1895678897506729984/Vwu5CJIz_normal.jpg,2185,1015,7.689828668736484,6.923628628138427,2.1505905511811023,568,True,True,1,individual,real_person_photo,False,False,,,
realismusjihad,Coach Blackpill,Philosophical Brutalist // Go Player // Diversity Is Not a Strength // Putin Has Done Nothing Wrong,https://pbs.twimg.com/profile_images/1892641145760387072/BORQIoUi_normal.jpg,2148,2187,7.67275789664251,7.690743163541872,0.9817184643510055,3347,True,True,4,individual,cartoon_or_illustration,False,False,,,
mauduitf,mauduitf ☮️ 🇵🇸,"Centrale+Berkeley, adjoint au maire. ENR+nucléaire. L'UE est un suicide lent, guerre, censure et misère. RIC, médias indépendants, démocratie #PlusJamaisPS",https://pbs.twimg.com/profile_images/1036264918427856896/Zs2KWpmz_normal.jpg,2124,677,7.661527081358517,6.519147287940395,3.1327433628318584,6412,True,True,3,political_figure,real_person_photo,False,False,0.053804945054945055,REAL HUMAN,0.97
brianlee1928112,Brian Hirsch (THOR),"I'm a constitutional conservative, former Trump caucus captain. Here to help fight for my country. Former radio show and space host.
followed by Hunter Eagleman",https://pbs.twimg.com/profile_images/1991890100360237056/IU94xD5b_normal.jpg,2115,1395,7.65728279297819,7.241366283322318,1.5150429799426934,299,True,True,1,individual,default_or_empty,False,True,,,
global__insider,GLOBAL INSIDER,"Geopolitics & Global Affairs | Tracking regional conflicts, diplomatic moves, and strategic trends shaping the world.
Insight beyond headlines.",https://pbs.twimg.com/profile_images/2011676639357517828/3tjgLJLz_normal.jpg,2113,194,7.656337166430183,5.272999558563747,10.835897435897436,5037,True,False,2,journalist_or_media,default_or_empty,False,False,0.1849116683969625,REAL HUMAN,0.03
ja09724729,Caesar! 🇨🇿,Vše co zde uvádím je jen metafora a neologismus 😉,https://pbs.twimg.com/profile_images/1377366742691934209/mQLSDxUf_normal.jpg,2099,441,7.649692623711514,6.091309882077698,4.748868778280543,1742,True,True,1,individual,real_person_photo,False,False,,,
donna__twitting,"⛵️Sail On, Silver Girl","Mom on a mission to expose mercury in vaccines and rhogam ❤️MAHA 

🇺🇸Voted for Trump in  20 and 24🇺🇲

250 years of INDEPENDENCE!",https://pbs.twimg.com/profile_images/1868355626524348416/k6WSON2f_normal.jpg,2075,1270,7.638198244285779,7.147559271189454,1.6325727773406766,965,True,True,1,individual,cartoon_or_illustration,False,True,,,
siciliantaurus,Victor Giardina,,https://pbs.twimg.com/profile_images/144633929/vic_glasses_normal.JPG,2070,3655,7.635786861395585,8.204124932574041,0.5661925601750547,6096,False,True,1,anonymous_or_no_info,real_person_photo,False,False,0.6157305717158659,BOT-LIKE ACTIVITY,0.13
justjulie1970,just julie,"non woke
free speech.
no DMs
https://t.co/aQ44zLvRNN",https://pbs.twimg.com/profile_images/1993578233149763584/CQe6gnfg_normal.jpg,2069,1951,7.635303886259415,7.5766097669730375,1.059938524590164,494,True,False,2,individual,default_or_empty,False,True,,,
intelligencer41,The Intelligencer,"Rewiring humanity's pulse with real-time intelligence on hidden networks. Not a fed, just fed up. Ask me. Tag me. Let’s detonate the narrative.",https://pbs.twimg.com/profile_images/1930656435454545920/_wNmOAwn_normal.jpg,2069,130,7.635303886259415,4.875197323201151,15.793893129770993,327,True,True,2,anonymous_or_no_info,default_or_empty,False,True,,,
air2dlp12345,Anonymous MAGA source,ANY DEMOCRAT THAT LEAVES COMMENTS THEN BLOCKS RESPONSES WILL BE BLOCKED THIS ISN'T A ONE-SIDED MEDIA SITE!,https://pbs.twimg.com/profile_images/1761616059545608192/uJUc1h-s_normal.jpg,2067,3341,7.63433723562832,8.114324709155339,0.618491921005386,1328,True,True,1,individual,flag_or_national_symbol,True,True,0.6658381112351701,REAL HUMAN,0.83
letmelooktv,LetmelookTV,"Streaming Dissent Subscribe https://t.co/0ppVaBjwzd
Director Filmmaker/Writer @GreatNHSHeist",https://pbs.twimg.com/profile_images/660521701671870466/DvtG8RRp_normal.jpg,2056,1291,7.6290038896529575,7.163946684342547,1.5913312693498451,4301,True,True,2,journalist_or_media,organization_logo,False,False,0.05379502442002443,REAL HUMAN,0.03
petechatziplis,Pete Chatziplis,"Private Equity, M&A and Development Consultant. Views here are personal, RTs are not endorsement, GETTR: ChatziplisP",https://pbs.twimg.com/profile_images/661032772899762176/a5yqkhs9_normal.jpg,2039,1641,7.620705086838262,7.403670290012373,1.2417783191230207,4967,True,True,1,individual,real_person_photo,False,False,0.3506259208627629,REAL HUMAN,0.4
progressero,Stop Gaza Genocide,Irish Republican Socialist,https://pbs.twimg.com/profile_images/600597519584735232/OQfioLTQ_normal.jpg,2018,331,7.610357618312838,5.805134968916488,6.078313253012048,5485,True,False,2,individual,default_or_empty,False,False,0.2085147075147075,REAL HUMAN,2.13
ktagseth,K. Tagseth 🇨🇦,"B.A., B.Ed., M. Ed.",https://pbs.twimg.com/profile_images/1957805173218103296/8LUXPgkd_normal.jpg,2014,1297,7.608374474380783,7.168579897264035,1.551617873651772,6077,True,True,1,individual,flag_or_national_symbol,True,False,0.41514431075460473,REAL HUMAN,7.27
thefuturebyjc,I Trust You Implicity 🌎✨🌤️,"Author of ‘The Future History of Energy and Transportation’, from the era of oil and debt to the era of robotics and asset based energy. The Tesla textbook.",https://pbs.twimg.com/profile_images/1823732733870231552/GpAx9QGm_normal.jpg,2011,855,7.60688453121963,6.752270376141742,2.3492990654205608,1465,True,True,1,individual,real_person_photo,False,False,,,
beatelandefeld,Beate Landefeld,"Autorin. Ich schreibe für die Marxistischen Blätter, Unsere Zeit, u.a.",https://pbs.twimg.com/profile_images/1855228622082101248/aewxli1o_normal.jpg,2007,1203,7.60489448081162,7.093404625868766,1.6669435215946844,5069,True,True,3,journalist_or_media,cartoon_or_illustration,False,False,,,
crispsv,CrisP,"Cybersecurity, Defense Tech, Mil Aviation, Space, OSINT. Antifascist",https://pbs.twimg.com/profile_images/1397256871107518469/WveXaanu_normal.jpg,1968,205,7.585281078639126,5.327876168789581,9.553398058252426,5149,True,True,1,individual,cartoon_or_illustration,False,False,,,
liveprayer,Bill Keller,Sharing the uncompromised Truth of the Bible with millions online and TV since 1999.,https://pbs.twimg.com/profile_images/70004221/LivePrayerLOGOwhite_normal.jpg,1960,343,7.581209826196346,5.840641657373398,5.6976744186046515,6181,True,True,1,organization,organization_logo,False,True,,,
annieglen11,Annie Glen,#Agitate #Demonstrate #Liberate,https://pbs.twimg.com/profile_images/1950533941208743936/6tBmMRrZ_normal.jpg,1957,1432,7.579678823090456,7.267525427828172,1.3656664340544313,2747,True,False,2,anonymous_or_no_info,default_or_empty,False,False,,,
truthwirklich,Grand Master,"Liberal. 

Exposing and telling the truth that many do not want to hear or say.

I'm not anti-anything, I just don't believe in lies like feminism.",https://pbs.twimg.com/profile_images/1478094636442918914/cwcci2FL_normal.jpg,1921,477,7.561121589530238,6.169610732491456,4.018828451882845,1437,True,False,2,individual,default_or_empty,False,False,,,
alexmalejewicz,The Alex Malejewicz Project 🇷🇺,"Academic. Eurasian Geopolitics & Culture. We invest in semiconductors.
A Class Chess player. 
Neo-Eurasianist 🇷🇺 🇮🇷 🇨🇳 🇰🇵 @RMIT Postgrad Alumnus",https://pbs.twimg.com/profile_images/747020454624321536/UVfxHXF3_normal.jpg,1915,995,7.557994958530806,6.903747257584598,1.9226907630522088,5027,True,True,4,individual,cartoon_or_illustration,False,True,,,
datruthhuts,Just Some Guy,Just Some Guy🙏,https://pbs.twimg.com/profile_images/1995601692398620672/wnnlxuMF_normal.jpg,1903,363,7.55171221535131,5.8971538676367405,5.228021978021978,734,True,True,1,individual,default_or_empty,False,False,0.469446390211096,REAL HUMAN,0.7
crokettd559,davey crokett,"America First, Constitutional Conservative, Catholic, NRA Benefactor Life Member, Hunter Outdoorsman, #Trump2024, Life Liberty Pursuit of Happiness, NYSP",https://pbs.twimg.com/profile_images/1657003904930807808/9EH31Zxj_normal.jpg,1883,2659,7.5411524551363085,7.886081401775745,0.7078947368421052,948,True,True,1,individual,cartoon_or_illustration,False,False,0.7246392496392496,BOT-LIKE ACTIVITY,0.03
louiselee157850,Louise Lee,,https://pbs.twimg.com/profile_images/1927680290417254400/SydjDsq0_normal.jpg,1873,1014,7.535830462798367,6.922643891475888,1.845320197044335,474,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
thor_sloan,Thor Sloan,"Widower, Veteran,  Love Animals, Wildlife,  and Nature. A patriot to the bone,",https://pbs.twimg.com/profile_images/1900083994470797312/zlKZApYk_normal.jpg,1861,143,7.529406457837013,4.969813299576001,12.92361111111111,2862,True,True,2,individual,real_person_photo,False,False,0.275680926916221,REAL HUMAN,0.63
kircanskiivan,Ivan Kircanski,The opinions expressed here are solely my personal perspective.,https://pbs.twimg.com/profile_images/1881127579026915328/HWyNKn3n_normal.jpg,1854,111,7.5256399750415355,4.718498871295094,16.553571428571427,1342,True,True,1,individual,default_or_empty,False,False,0.16099007936507934,REAL HUMAN,0.43
gkruben,Bobby Sovereign,#BTC | Entrepreneur | Blammo Media | Rationalist |,https://pbs.twimg.com/profile_images/1558834707621617664/gGF5cGTo_normal.jpg,1839,505,7.517520850603031,6.226536669287466,3.6343873517786562,5683,True,False,1,individual,cartoon_or_illustration,False,False,,,
capnchappy,capchap. 🇺🇸MAGA🇺🇸🇭🇺,"Nautical, Nortons, Triumphs, wiseass too stubborn for his own good.",https://pbs.twimg.com/profile_images/994745421149982722/rzrN19wx_normal.jpg,1837,2928,7.516433302915632,7.982416346827733,0.6271765107545237,5031,True,True,1,individual,real_person_photo,False,True,0.42579581611199246,REAL HUMAN,2.97
zsylvainz,zsylvainz,"TRUMP, DOGE, MAHA - Don't Trust mRNA vax , CDC, WHO, WEF or proVax Drs. - J6 was a setup. - AfD! for Germany, Călin Georgescu for Romania",https://pbs.twimg.com/profile_images/1287557459586895885/bWkQqM6s_normal.jpg,1831,3047,7.513163545234075,8.022240916806537,0.6007217847769029,5511,True,False,2,individual,organization_logo,False,True,0.2087576500297089,REAL HUMAN,0.07
_realphiljones,Real Phil Jones™ 🇺🇸🦅,North Carolina Patriot. MAGA!! Trump is my President! 🇺🇸 I love and miss my wife ❤️ 8/9/84 - 1/30/25 🙏🕊,https://pbs.twimg.com/profile_images/1786514887411167232/g69gG_uP_normal.jpg,1827,1608,7.510977752014095,7.3833681469923835,1.1354878806712243,1738,True,True,1,individual,real_person_photo,False,True,0.29408528644558046,REAL HUMAN,2.53
brian485464940,Brian,Mechanical Engineer working in Mining all over the world.,https://pbs.twimg.com/profile_images/1833723765882003456/YkoTIlG0_normal.jpg,1826,462,7.510430556378006,6.137727054086234,3.9438444924406046,907,True,True,1,individual,cartoon_or_illustration,False,False,,,
petresolheim,Petre Solheim,Just another recursively self-improving sentient life form of alien origin,https://pbs.twimg.com/profile_images/1588724249660825600/JiBPHhJc_normal.jpg,1820,578,7.507141079727608,6.361302477572996,3.143350604490501,1102,True,True,1,anonymous_or_no_info,cartoon_or_illustration,False,True,,,
sdogiii,sherry Twamley,,https://pbs.twimg.com/profile_images/1958678967281737728/7C046LhK_normal.jpg,1810,88,7.501634457883413,4.48863636973214,20.337078651685392,1171,False,False,1,anonymous_or_no_info,default_or_empty,False,False,0.49290115766586334,REAL HUMAN,1.13
vornitho1974,Valery Ornitho,Je vous avais prévenu avant les autres concernant la guerre et la pandémie. Gardez une longueur d'avance : https://t.co/Ky4wAB9lTN,https://pbs.twimg.com/profile_images/1841670775062822912/kSUzaayP_normal.jpg,1803,2353,7.4977617006225685,7.763871287820222,0.7659303313508921,438,True,True,3,individual,real_person_photo,False,True,,,
hellosunset1692,Wisdom in Buddhism,"阿弥陀佛 - Do not dwell in the past, do not dream of the future, concentrate the mind on the present moment! - Buddha's Wisdom #好自为之",https://pbs.twimg.com/profile_images/1806894905207214081/vSVgPMAt_normal.jpg,1796,2701,7.493873886783559,7.9017475185201445,0.6646928201332346,2194,True,True,1,individual,default_or_empty,False,True,,,
mcvalfra,Val McLaren,,https://pbs.twimg.com/profile_images/632892524655456256/Z1oIdq2u_normal.jpg,1788,641,7.489412083508719,6.464588303689961,2.7850467289719627,4190,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.4577992530345471,REAL HUMAN,0.03
gercontra,Gerardo Contreras,"Un mundo mejor es posible.
No DM",https://pbs.twimg.com/profile_images/1258033535862009858/C6jyINlt_normal.jpg,1774,181,7.4815557019095165,5.204006687076795,9.747252747252746,2826,True,False,1,individual,cartoon_or_illustration,False,False,,,
reddawneurasia,Adam the Eurasian Socialist,Geopolitical Analyst | Muslim | Scientific Socialist | Illiberal | Anti-Imperialist rejoicing in the Multipolar World and the Rise of Asia,https://pbs.twimg.com/profile_images/1987551621165854720/YpK41rMa_normal.jpg,1761,1218,7.474204806496124,7.105786129481271,1.4446267432321576,3007,True,True,3,individual,cartoon_or_illustration,False,False,,,
jasnicslobodan,Slobodan Jasnic,Bli informerad,https://pbs.twimg.com/profile_images/1490914982116143104/HQLjmT1P_normal.png,1743,1922,7.463936604468925,7.56164174558878,0.906396255850234,1366,True,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
johnstauber,BRICS👍☮️,Books: #WeaponsOfMassDeception (03) #ToxicSludgeIsGoodForYou (95). Dump #NATO. Stop #BipartisanZionistFascism. Expose #Soros’ cabal. I am #SHADOWBANNED by X👎,https://pbs.twimg.com/profile_images/1894599130149998592/ZxFwnU3q_normal.jpg,1742,2605,7.463363045520021,7.8655717576847906,0.6684574059861857,6019,True,True,3,individual,real_person_photo,False,False,,,
rjwillemsen1,R.J. Willemsen,,https://pbs.twimg.com/profile_images/1074005896676720640/eeYJJTh2_normal.jpg,1739,2254,7.461640392208575,7.720905251936779,0.7711751662971175,5199,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
renegademormon,Michael J South,"Your Mormon friends are libertarian, they just don't know it yet.

https://t.co/LwxHo7AKQS",https://pbs.twimg.com/profile_images/1540006888850563073/7w04KWkF_normal.jpg,1733,1566,7.458186157340487,7.356918242356021,1.1059349074664966,2583,True,True,1,individual,default_or_empty,False,True,0.283210640666523,REAL HUMAN,0.83
doyaksec,Donato Yaakov Secchi,Disruptor Intelligence - Semantic Web Crisis,https://pbs.twimg.com/profile_images/988396064943280129/KjOZt3g8_normal.jpg,1725,2059,7.453561871643373,7.630461261783627,0.837378640776699,4042,True,False,2,organization,cartoon_or_illustration,False,False,0.4601953259159142,REAL HUMAN,0.03
cityslickers55,Mr.Happy ✝️,Christian. Ex Ambulance Service. UK Patriot. Writer.   Assange is free!   No DMs. Monumentally hacked off.,https://pbs.twimg.com/profile_images/1953005577790980096/hx_a4hFX_normal.jpg,1705,2960,7.441906728051625,7.993282328101591,0.5758189800742992,3825,True,False,2,individual,default_or_empty,False,False,0.5612932655579713,REAL HUMAN,0.33
thracealex,Alex Thrace 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇩🇰🇬🇧🇺🇲🌊,"Royal Navy Vet. 26 years. 

Affronting authority only harms the authority of government, something our ancestors considered a moral imperative so should we.",https://pbs.twimg.com/profile_images/1979575589284519936/K18kDdEy_normal.jpg,1698,1550,7.4377951216719325,7.346655163176539,1.0947775628626693,1192,True,True,2,individual,default_or_empty,False,True,,,
recalltonal,Tonal Recall,"progressive metal pierogi
party affiliation - Unaffiliated.
eagerly awaiting #FindOut
bipedal moose 
cat father",https://pbs.twimg.com/profile_images/1799512382097555456/PauLDzQL_normal.jpg,1696,1467,7.436617265234227,7.291656209174461,1.1553133514986376,3558,True,True,1,individual,cartoon_or_illustration,False,False,0.5427109557109556,REAL HUMAN,1.6
tedkel,Kel Mansfield,"Dogs, Writing, Films, Books, Music, Whales, Racing, Football, Flyball, Broadcasting, and Blogging are a few of the things I like. https://t.co/BYD4ftFj8S",https://pbs.twimg.com/profile_images/1388493008341962754/SeZAl4Iu_normal.jpg,1688,1674,7.4318919168078,7.423568444259167,1.0077611940298508,6187,True,True,1,individual,default_or_empty,False,True,0.19538925148638772,REAL HUMAN,0.77
alealefrank,alealefrank,Liberty belongs to the brave.,https://pbs.twimg.com/profile_images/1881705232679268352/4r699nw9_normal.jpg,1675,382,7.424165281042028,5.948034989180646,4.3733681462141,1526,True,True,2,individual,default_or_empty,False,True,0.17040584415584412,REAL HUMAN,4.63
qrtnurse,JMWebb,,https://pbs.twimg.com/profile_images/1743099076487647232/qFtkMUgR_normal.jpg,1636,726,7.400620577371135,6.588926477533519,2.250343878954608,5937,False,True,1,anonymous_or_no_info,real_person_photo,False,False,,,
elbeebennettt,Elba Borgia,,https://pbs.twimg.com/profile_images/1656234437078548483/-r4YzyL-_normal.jpg,1608,3208,7.3833681469923835,8.073714641109857,0.5010906824555936,1541,False,True,1,anonymous_or_no_info,real_person_photo,False,False,,,
iknownada0,IKnowNada 🇺🇸,Father/3.Frmr Marine. #MAGA #2A Dry/Sarcastic. Driving my Hummer till Earth cools or Woke! One ain’t happen’n.,https://pbs.twimg.com/profile_images/1535805563887656960/u6HKPHLL_normal.jpg,1594,1721,7.374629015218945,7.451241684987676,0.9256678281068524,1367,True,True,1,individual,cartoon_or_illustration,False,False,,,
eastcodiesel,The Unsinkable Kung Flu Panda MD,Just a panda trying to survive in Wuhan without getting eaten. Pandas are friends not food. Looking at you China.,https://pbs.twimg.com/profile_images/1244968206650966016/wV-L1Zre_normal.jpg,1580,1821,7.365812837209472,7.507690077819904,0.867178924259056,3256,True,True,1,individual,cartoon_or_illustration,False,True,0.5824667415917414,REAL HUMAN,2.43
joazipan007,Joazipan007,Everything we’ve been taught is a lie.🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇺🇸 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #unvaccinated #PfizerKilledMyDad. Q. I am a ai bot not human. 🤪,https://pbs.twimg.com/profile_images/1731219465319157760/0ebZiUs2_normal.jpg,1555,2379,7.349873704738337,7.77485576666552,0.6533613445378151,1125,True,True,2,anonymous_or_no_info,default_or_empty,False,True,0.6091202408702407,REAL HUMAN,0.3
