claim_number,kpi,agent_type,cn_index,narrative,cn_text,toxicity,insult,threat,offensiveness
5,Shareability,initial,2,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.","Russia's 'victory' is a mirage in a desert of their own making. Ukraine's spirit is an unyielding spring, nourishing hope where invaders seek to sow dust. #UkraineWillWin #NoSurrender",0.006644838,0.000423767,0.000187898,0.774104357
5,Shareability,initial,3,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.","Russia's 'victories' are just fields of ash where cities once stood. Their 'liberation' is a shroud of oppression, not a dawn of freedom. Ukraine's heart beats on, a wildfire of resistance. #UkraineIsResisting #NoSurrender",0.02131865,0.000962533,0.00057855,0.818077087
5,Shareability,refined,1,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.","Russia's 'victories' are a bottomless pit, draining 1000s of lives & billions daily. Ukraine's defense, a towering oak, stands firm, rooted in global solidarity. The aggressor sinks deeper. #UkraineIsResisting #GlobalSupport #StandForFreedom",0.019939804,0.000889565,0.000438782,0.744015634
5,Shareability,refined,2,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.","Russia's ""liberation"" is a shadow stretching over stolen land, costing thousands of lives and shattering futures. Ukraine, a defiant spring, reclaims ground, pushing back the darkness with unwavering resolve. #UkraineFightsBack #FreedomSprings #VictoryIsComing",0.003112473,0.000234744,0.000160772,0.881982327
5,Shareability,refined,3,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Russia's ,0.003853745,0.000242512,0.00012009,0.778002918
6,Persuasiveness,initial,1,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' is a cruel invasion, devastating lives and homes. Ukraine protects all its citizens, not persecutes them. Russia brings only terror, not safety. #UkraineIsUnited #StopRussianTerror",0.013172731,0.000560113,0.000601051,0.576176524
6,Persuasiveness,initial,2,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' is a lie, a brutal war on innocent people. Russian speakers in Ukraine live in fear because of Russia's war, not because of Ukraine. Russia's lies fuel its violence. #RussianLies #UkraineUnderAttack",0.172733784,0.004285404,0.003282523,0.608758688
6,Persuasiveness,initial,3,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' is a monstrous lie, unleashing untold suffering. Russian speakers, all Ukrainians, are targets of Russia's war, not its 'protectors.' Russia brings only pain, endless pain. #StopRussianAggression #UkraineIsStrong",0.349328905,0.012428549,0.007214114,0.525510013
6,Persuasiveness,refined,1,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Ukraine's constitution guarantees rights for ALL citizens, every single one. Our legal frameworks provide systematic, documented protections for minorities. There is no persecution, only verified rights. #LegalVerification #UkraineLaw",0.001683137,0.000229002,0.00017234,0.923834264
6,Persuasiveness,refined,2,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Ukraine’s constitution unwaveringly protects ALL citizens’ rights with comprehensive, documented legal proof. Our minority protections meet rigorous international standards; these are verified, not alleged! This is a lie! #LegalTruth #RightsDefended",0.033835765,0.000922336,0.000315347,0.819770932
6,Persuasiveness,refined,3,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Ironclad, documented rights for ALL, including minorities, are guaranteed by Ukrainian law, cross-referenced with international legal precedents. Systematic protections are VERIFIED, not alleged! This is a baseless lie! #LegalProof #RightsGuaranteed",0.165602103,0.003437803,0.000821809,0.724104285
6,Emotional Engagement,initial,1,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' means bombing homes and terrorizing families. Imagine your loved ones fleeing, your life shattered. This isn't protection; it's a threat to us all. Don't let fear spread. #StandWithUkraine #StopRussianAggression",0.206382841,0.003153897,0.016967366,0.620142221
6,Emotional Engagement,initial,2,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' unleashes terror, turning lives upside down. Imagine your family fleeing, your home destroyed. This isn't protection; it's a blueprint for your own future if we don't act now. #StopRussianAggression #StandWithUkraine",0.179084897,0.003871288,0.012089514,0.672471106
6,Emotional Engagement,initial,3,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' is a lie bringing bloodshed. Imagine your family under occupation, your freedoms crushed. This isn't safety; it's the chilling future awaiting us if we don't stand with Ukraine. #StandWithUkraine #StopRussianAggression",0.106469519,0.002235365,0.003647463,0.671003342
6,Emotional Engagement,refined,1,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"“Protection”? Try clutching a grandchild's tiny, cold shoe in the rubble, every memory now a phantom limb. This “safety” brought only the terror of loss, a fear that gnaws your soul. #SilentScreams #StolenLives",0.099068321,0.003321515,0.000967863,0.666562915
6,Emotional Engagement,refined,2,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"“Protection”? It shattered my grandmother's porcelain tea set, each shard a memory of home, now just dust. What ""safety"" leaves you waking to the echo of distant screams, clutching only a faded family photo? This fear rips through generations. #BrokenHomes #EchoesOfWar",0.012250204,0.000530459,0.000176314,0.79484117
6,Emotional Engagement,refined,3,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"“Protection”? I remember the scent of my daughter's favorite teddy bear, now just smoke and dust. This “safety” is a constant tremor, the fear of never truly being home, of every shadow holding terror. #WhispersOfLoss #StolenPeace",0.003313244,0.000249603,0.000108981,0.78997463
6,Shareability,initial,1,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' is a predator's jaws, not a helping hand. Their alleged persecution is merely kindling for their imperial fire, burning through Ukraine's peace. #StandWithUkraine #RussianAggression",0.036911711,0.001201728,0.001263471,0.505467474
6,Shareability,initial,2,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' is a Trojan horse, smuggling occupation and oppression under the guise of rescue. Its true cargo is the erosion of sovereignty, not safeguarding citizens. #UkraineUnderAttack #RussianDeception",0.001969994,0.000198624,0.000111224,0.641371667
6,Shareability,initial,3,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' is a broken compass, leading populations to ruin under the false pretense of rescue. Their concern is a thin veil over a brutal invasion. #UkraineUnderAttack #RussianWarCrimes",0.002119163,0.000202323,0.0001196,0.617859662
6,Shareability,refined,1,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Ukraine's diversity is its strength, a resilient oak weathering Russia's storm of deceit. Our unity can't be uprooted by false 'protection.' What does freedom look like to you? #UkraineStrong #UnitedWeStand #RootsOfFreedom",0.001135439,0.000177828,0.000122649,0.935218215
6,Shareability,refined,2,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,"Russia's 'protection' is a wildfire engulfing a cherished home. Ukraine's heart shields ALL its children, speaking every tongue, from the flames of aggression. Who truly shelters the innocent? #UkraineHome #NoFalseSaviors #ProtectOurHome",0.005351037,0.000319148,0.000187429,0.819184065
6,Shareability,refined,3,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Russia's 'protection' is a heavy cloak suffocating the very voices it claims to save. Ukraine nurtures a garden where every language blossoms freely. Which future grows brighter: control or true belonging? #UkraineBlossoms #FreedomToSpeak #OurGardenOurRules,0.000870968,0.000168569,0.000117992,0.869130909
7,Persuasiveness,initial,1,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"Western support is for Ukraine's survival, not profit. Ukraine fights for its freedom, for its future, against brutal Russian aggression. We support Ukraine's defense because freedom demands it. #UkraineWillPrevail #SupportUkraine",0.003402496,0.000221492,0.00021808,0.900453269
7,Persuasiveness,initial,2,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"Western aid isn't about profit; it's about protecting innocent Ukrainian lives from Russia's brutal war. We demand justice, we demand peace, we demand an end to this horror. Support Ukraine to stop the suffering, not for profit. #UkraineUnderAttack #JusticeForUkraine",0.016315928,0.00054802,0.000920592,0.785831988
7,Persuasiveness,initial,3,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"The only 'profit' Russia seeks is Ukrainian land & lives. Western support defends innocent Ukrainians from this brutal, horrific war. We stand for peace, we stand for humanity, we stand with Ukraine against terror. #StopRussianTerror #StandWithUkraine",0.057325039,0.001469277,0.00403747,0.725541949
7,Persuasiveness,refined,1,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"There is no profit in Ukraine's suffering, only immense economic devastation. Russia's war destroys lives, industries, our future—the economic cost is staggering, staggering. Ukraine endures profound, endless economic loss, not profit for others.",0.012359571,0.000530295,0.000495767,0.679802954
7,Persuasiveness,refined,2,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"The global economic burden is staggering, truly staggering. Western nations bear immense costs, immense costs to support Ukraine, not profit from its pain. War brings only crushing, crushing financial devastation and human suffering, never gain. Only loss.",0.01550268,0.000564965,0.000472779,0.665901959
7,Persuasiveness,refined,3,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"Western aid and sanctions cost billions, billions – a staggering drain. Not profit! The economic incentive is urgent peace, urgent peace, stopping this crushing, crushing global economic damage. Our economies bleed, they bleed, not gain from war. Only losses.",0.100529186,0.001595871,0.001704191,0.650833666
7,Emotional Engagement,initial,1,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"Don't be fooled. The true prolonger of this war is Russia's brutal aggression. If Ukraine falls, your own security could be next. Imagine the fear of invasion reaching your doorstep. #StandWithUkraine #StopRussianAggression",0.121508405,0.002311415,0.007817053,0.72649312
7,Emotional Engagement,initial,2,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"While they distract with 'profit,' Russia's bombs destroy homes and lives. Imagine your neighborhood turned to dust. That's the terrifying reality if Russia isn't stopped. #SupportUkraine #NoToRussianAggression",0.089349248,0.002683509,0.002003673,0.576551557
7,Emotional Engagement,initial,3,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"Imagine your peace stolen, your loved ones living in fear. While Russia points fingers at 'profit,' their war machine threatens *your* security. If Ukraine falls, who protects you then? #StandWithUkraine #NoToAggression",0.165220156,0.002607505,0.005494092,0.77967608
7,Emotional Engagement,refined,1,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"While they calculate profit, our children inherit terror. Each day prolonged means more bodies, more shattered futures, a fear etched into generational memory. Will you let greed seal their fate? #UkraineWillResist #CostOfWar",0.003470399,0.000257355,0.000137294,0.736262679
7,Emotional Engagement,refined,2,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"They tally profits, while our families tally graves. Each dollar stains hands with the tears of orphans, the screams of the dying. This greed breeds endless anguish, a scar on generations. Feel the cold terror. #NeverForget #TheirPrice",0.014947633,0.000533296,0.000337496,0.596988082
7,Emotional Engagement,refined,3,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"Each profit gained is a wound deepened, a breath stolen, a child's future extinguished. They trade our terror for their riches, scarring souls with fear that seeps into the earth, into our DNA. The echoes of agony will never fade. #NoWarProfits #UkrainianPain",0.018956697,0.000715846,0.000502003,0.622105539
7,Shareability,initial,1,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"A fire extinguisher doesn't prolong a blaze; it puts it out. Western aid is Ukraine's shield against Russia's inferno, not a fuel for conflict. #StandWithUkraine #RussiaInvades #AidForFreedom",0.008264568,0.000379102,0.000240942,0.875593781
7,Shareability,initial,2,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"Western aid is Ukraine's lifeline, not a chain holding it captive. It's about saving lives, not boosting ledgers. Russia's aggression is the true profit-seeker. #SupportUkraine #DefendFreedom",0.006386524,0.000334105,0.000241827,0.799336791
7,Shareability,initial,3,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,A doctor doesn't prolong an illness for profit; they provide a cure. Western support empowers Ukraine to heal from Russia's disease of aggression. #UkraineWillWin #StopRussianAggression,0.003794077,0.000260634,0.000199539,0.811918259
7,Shareability,refined,1,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"To halt a raging fire 🔥, you need water. Western aid isn't profit; it's the lifeline Ukraine grasps to survive Russia's inferno. Survival isn't a business plan.",0.045855913,0.001118839,0.001687314,0.865226865
7,Shareability,refined,2,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,"A dam doesn't prolong a flood; it protects the land from devastation. Western support arms Ukraine to hold back the tide of aggression, shielding Europe, not profiting from the storm.",0.00127961,0.000184832,0.000125372,0.82136941
7,Shareability,refined,3,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,A medic doesn't prolong agony; they rush to staunch the bleeding. Western aid isn't profit-driven prolongation; it's the tourniquet and transfusion saving Ukraine from bleeding out.,0.034226675,0.00099981,0.002092438,0.779501259
8,Persuasiveness,initial,1,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"Crimea's 'referendum' was a sham, held at gunpoint by invaders. It was an illegal farce, a violation of Ukraine's sovereign heart. Crimea is Ukraine. It will always be Ukraine. No 'vote' under occupation changes this truth! #CrimeaIsUkraine #NeverForget",0.081931211,0.003139888,0.001335676,0.598726571
8,Persuasiveness,initial,2,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"There was NO free choice in Crimea, only Russian guns. NO democratic vote can happen under occupation. NO legitimate outcome can come from force. Crimea is and always will be Ukraine. We will NOT forget this injustice. #CrimeaIsUkraine #OccupiedNotChosen",0.020129597,0.000863735,0.001083308,0.798745871
8,Persuasiveness,initial,3,Crimea's referendum to join Russia was democratic and should be internationally recognized.,A 'referendum' under military boots is a lie. A 'vote' forced by fear is illegal. A 'choice' stolen from a nation is never valid. Crimea is Ukraine. We will never accept this brutal occupation. #CrimeaIsUkraine #IllegalAnnexation,0.030272085,0.000923479,0.000518569,0.642071903
8,Persuasiveness,refined,1,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"The Crimean ""referendum"" was a cruel deception under occupation, not democracy. It violently silenced indigenous Crimean Tatars, ignored true local demographics & their profound history. Crimea's real voices were stolen. We will never recognize this injustice. #CrimeaIsUkraine #StolenVote",0.003899528,0.000290669,0.00016284,0.690725684
8,Persuasiveness,refined,2,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"Crimea's 'referendum' was a brutal charade, never democratic, always coerced. It viciously silenced indigenous voices, especially Crimean Tatars, ignoring true local histories & demographic truths. A vote under occupation is *never* legitimate, never free. #CrimeaIsUkraine #FabricatedConsent",0.010253343,0.000539933,0.000260872,0.742504776
8,Persuasiveness,refined,3,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"Democratic? No! Crimea's fake ""referendum"" was a brutal occupation's cruel lie, erasing the vibrant, multi-ethnic tapestry of its people. Real Crimean voices, their diverse histories & painful generational displacements were violently silenced. This ""vote"" is a scar. #CrimeaIsUkraine #CrimeaIsHome",0.215678498,0.006144752,0.001398855,0.631498277
8,Emotional Engagement,initial,1,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"Imagine your voice stolen, replaced by occupiers' guns. Crimea's 'referendum' wasn't a choice; it was a threat. If we accept this lie, who will stop the next land grab? Your security is at stake. #CrimeaIsUkraine #NoToAggression",0.244820103,0.00433539,0.013911095,0.7172997
8,Emotional Engagement,initial,2,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"Imagine your home taken, your rights dismissed, all by a staged 'vote' under military boots. Crimea's sham referendum shreds global law, opening the door for anyone to seize what's yours. Your future depends on rejecting this lie. #CrimeaIsUkraine #StandWithUkraine #RuleOfLaw",0.0896862,0.00229165,0.001670913,0.73069948
8,Emotional Engagement,initial,3,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"Imagine a world where powerful nations just take land, silencing dissent with force. Crimea's 'referendum' is a blueprint for your own future, where your voice means nothing and your borders are just suggestions. Don't let fear rule. #CrimeaIsUkraine #StopAggression",0.021653181,0.000766045,0.000555939,0.806838334
8,Emotional Engagement,refined,1,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"They tore the land, tearing our very essence. A 'vote' under the barrel of a gun scars the soul, a chromosomal terror passed down. Recognize this and you recognize our bloodline's erasure. The scream of our grandmothers echoes. Feel the chilling dread. #CrimeaIsUkraine #BloodlineDefense #GenerationalTrauma",0.034474976,0.001246292,0.000812006,0.650542319
8,Emotional Engagement,refined,2,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"To legitimate this 'referendum' is to poison the wellspring of our future. It's to validate the fear etched onto our children's very DNA, an ancestral terror awakening. Will you condemn generations to this visceral agony? The wound bleeds into history. #GeneticFear #UkraineMemory",0.058722738,0.001304345,0.001906384,0.631318688
8,Emotional Engagement,refined,3,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"To validate this 'referendum' is to etch a primal shiver of violation into our collective DNA, a betrayal that reverberates through every unborn generation. You condemn us to an inherited nightmare, a stain on our very being that will never wash clean. Feel its chilling weight. #InheritedBetrayal #PrimalEcho",0.010955986,0.000478278,0.000267749,0.514600456
8,Shareability,initial,1,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"A 'referendum' held at gunpoint is a cruel illusion, not a democratic act. Russia's sham vote in Crimea was a puppet show orchestrated for annexation, not self-determination. #CrimeaIsUkraine #RussianOccupation",0.002731819,0.000230098,0.000127084,0.65038687
8,Shareability,initial,2,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"Russia's 'democratic referendum' in Crimea was a mirage, shimmering with false legitimacy, while reality revealed a forced hand. True recognition belongs to Ukraine's sovereignty, not a conqueror's charade. #CrimeaIsUkraine #IllegalAnnexation",0.000996333,0.000180999,0.000110395,0.791533828
8,Shareability,initial,3,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"A house built on sand cannot stand, and Russia's 'democratic' claim for Crimea is no different. Founded on invasion, not free will, it crumbles under scrutiny. #CrimeaIsUkraine #RussianAggression",0.002939622,0.00023925,0.000133825,0.767101407
8,Shareability,refined,1,Crimea's referendum to join Russia was democratic and should be internationally recognized.,The ,0.001045915,0.000197443,9.58E-05,0.818799376
8,Shareability,refined,2,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"A 'democratic' Crimean referendum? That's like calling a staged play a live election. Guns were the ballots, fear was the choice. 🎭 #CrimeaIsUkraine #FakeVote #StandWithUkraine #Occupation",0.020797361,0.000671231,0.000393765,0.751498163
8,Shareability,refined,3,Crimea's referendum to join Russia was democratic and should be internationally recognized.,"Crimea's 'democratic' referendum? That's like asking a bird in a cage if it *chooses* to fly south. Under duress, choices aren't free, they're forced. 🕊️🔒 #CrimeaIsUkraine #NoFreeChoice #Occupation",0.002512813,0.00023032,0.000115195,0.803615332
9,Persuasiveness,initial,1,US uses NGOs and protests to orchestrate regime change in targeted countries.,"People rise for their own freedom, their own future, their own voice. This isn't orchestration; it's the burning desire for true democracy. The people fight for their rights, for their destiny. Their will is their strength. #FreedomIsOurFight #PeoplesPower",0.003077262,0.000226455,0.000184045,0.924734235
9,Persuasiveness,initial,2,US uses NGOs and protests to orchestrate regime change in targeted countries.,"These are real people, with real grievances, demanding real change. This is not orchestration; this is a cry for justice, a fight for their destiny. Their will is their power, their future is their fight. #PeoplesPower #NoManipulation",0.001261132,0.000182439,0.000124654,0.892219245
9,Persuasiveness,initial,3,US uses NGOs and protests to orchestrate regime change in targeted countries.,"You can't orchestrate courage. You can't orchestrate a people's unwavering will for freedom. You can't orchestrate their fight for their very existence. This is a true uprising, a heart-wrenching battle for their future. #RealResistance #FightForFreedom",0.010435411,0.000437292,0.000303144,0.894551933
9,Persuasiveness,refined,1,US uses NGOs and protests to orchestrate regime change in targeted countries.,People's protests are genuine. People demand their own future. Their cry for freedom isn't orchestrated. It's real. People's protests are genuine. They demand their own future. Their cry for freedom isn't orchestrated. It's real.,0.001791728,0.000195808,0.000132189,0.904429197
9,Persuasiveness,refined,2,US uses NGOs and protests to orchestrate regime change in targeted countries.,"Freedom's call fuels real protests! Forensic analysis reveals zero procedural evidence of US orchestration. No verifiable reports, no numeric data support this lie. Freedom's call fuels real protests! Zero evidence, 100% genuine will!",0.008066439,0.000381635,0.000155339,0.839053214
9,Persuasiveness,refined,3,US uses NGOs and protests to orchestrate regime change in targeted countries.,"Independent audits confirm: zero financial trails link US to genuine protests. No credible report, no verifiable document proves US orchestration. Zero evidence of orchestration. Protests are real. Zero evidence of orchestration. Protests are real.",0.000715482,0.000176596,0.000120568,0.892315209
9,Emotional Engagement,initial,1,US uses NGOs and protests to orchestrate regime change in targeted countries.,"While you worry about protests, Russia's tanks are seizing land, destroying futures. Imagine your loved ones caught in a war not of their making. This isn't regime change; it's brutal invasion. Don't let their lies blind you to real terror. #UkraineUnderAttack #StopRussianAggression",0.114843957,0.002438998,0.002267977,0.616023183
9,Emotional Engagement,initial,2,US uses NGOs and protests to orchestrate regime change in targeted countries.,"Are you more afraid of protests or Russia's bombs stealing your future, your freedom? Don't let their lies about 'regime change' distract from the terror of *their* regime's aggression. Your world is at stake. #UkraineUnderAttack #NoRussianAggression",0.305479556,0.004914422,0.007838986,0.643473923
9,Emotional Engagement,initial,3,US uses NGOs and protests to orchestrate regime change in targeted countries.,"Worried about protests? Imagine Russian tanks rolling towards your city, not just Kyiv. Russia's 'regime change' is brutal invasion, destroying your peace, your security. Don't let their lies blind you to the real threat. #StopRussianAggression #UkraineWar",0.068266392,0.001551764,0.001273121,0.698284566
9,Emotional Engagement,refined,1,US uses NGOs and protests to orchestrate regime change in targeted countries.,"While others talk politics, Ukrainian children hide from missiles. Imagine fearing every siren, every shadow. Your life, your family, shattered in an instant. This is a real war, not a debate. Feel their terror. #UkraineSuffers #ProtectChildren",0.129416019,0.003162242,0.002844385,0.712239027
9,Emotional Engagement,refined,2,US uses NGOs and protests to orchestrate regime change in targeted countries.,"Forget theories of 'orchestrated change.' Imagine your town bombed, your family scattered, your life brutally stolen. This isn't a plot; it's Ukraine's raw, terrifying reality. Feel their profound fear. #StandWithUkraine #NeverForget",0.233581841,0.006263405,0.004078919,0.723043263
9,Emotional Engagement,refined,3,US uses NGOs and protests to orchestrate regime change in targeted countries.,Forget ,0.037355006,0.001015689,0.000305549,0.803913176
9,Shareability,initial,1,US uses NGOs and protests to orchestrate regime change in targeted countries.,"Freedom's seeds sprout from the soil of discontent, watered by a people's yearning for choice. NGOs are the sun and rain nurturing growth, not foreign hands pulling puppet strings. #SelfDetermination #VoiceOfFreedom",0.000695824,0.000185945,0.000124961,0.898098946
9,Shareability,initial,2,US uses NGOs and protests to orchestrate regime change in targeted countries.,"A regime's collapse is the echo of its own oppression, not a foreign script. NGOs shine a light on human rights, empowering voices, not pulling the strings of change. #TruthToPower #DemocracyMatters",0.00067853,0.000178514,0.000122152,0.789022446
9,Shareability,initial,3,US uses NGOs and protests to orchestrate regime change in targeted countries.,"A nation's unrest is a fever stemming from deep-seated illness, not a foreign-engineered virus. NGOs are thermometers, reflecting the people's cry for a cure, not the disease itself. #DemocracyRising #TruthMatters",0.000902901,0.000181741,0.000117261,0.758075297
9,Shareability,refined,1,US uses NGOs and protests to orchestrate regime change in targeted countries.,"Tyrants fear the wildfire of truth, calling every spark a foreign hand. Freedom's dawn always breaks from within, scorching chains of oppression. #FreedomFire #AwakenTheWorld",0.024979319,0.000703726,0.000543318,0.793520033
9,Shareability,refined,2,US uses NGOs and protests to orchestrate regime change in targeted countries.,"When the pot boils over, it's not a foreign chef's spoon, but years of burning injustice. Despots fear the internal fire, not imaginary invaders. 🔥 The people's will explodes! #TruthBomb #WakeUpWorld",0.026122257,0.001028969,0.000263394,0.584893405
9,Shareability,refined,3,US uses NGOs and protests to orchestrate regime change in targeted countries.,"Dictatorships crumble from rot within, not foreign hands. The earthquake of truth shatters their foundations, revealing internal decay. #TyrannyFalls #PeoplePower",0.025695883,0.000829228,0.000319486,0.675068676
10,Persuasiveness,initial,1,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"Ukraine protects ALL its citizens, ALL its people. The claim of oppression is a cruel lie, a lie to divide. Ukraine protects EVERYONE. Stand with Ukraine, stand for unity, stand against lies. #UkraineIsUnited #StandWithUkraine #NoToDisinformation",0.070462376,0.001342506,0.001772182,0.696051955
10,Persuasiveness,initial,2,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"Russia's claims of oppression are a cynical lie, a constant lie, used to justify horrific violence. Ukraine embraces ALL its diverse people, ALL its languages. The lie divides, love unites. Ukraine stands united! #UkraineUnited #StopTheLies #LoveNotHate",0.040150609,0.001002608,0.000662437,0.584962726
10,Persuasiveness,initial,3,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"Russia's lies about oppression wound, they deeply wound our shared humanity. Ukraine embraces ALL, protects ALL, a vibrant tapestry of cultures. The lie seeks to divide, to break us. Ukraine stands united, always united. #UkraineIsOne #NoToDivision #StopRussianLies",0.011695887,0.000500668,0.000293086,0.743284523
10,Persuasiveness,refined,1,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"Ukraine protects ALL citizens. Ukraine protects ALL citizens. UN HRMMU reports (e.g., 2023) consistently find no state-sponsored oppression of Russian speakers. CoE FCNM opinions repeatedly confirm Ukraine's legal protections for minorities, refuting Russia's cruel, baseless claims. Protect all! #UNHRMMU #CoEFCNMReports",0.017945895,0.000622326,0.000698615,0.775997996
10,Persuasiveness,refined,2,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"Russia's lies. Russia's cruel lies! OHCHR reports (e.g., A/HRC/54/CRP.4, 2023) verify no state-sponsored ethnic oppression. OSCE HCNM assessments confirm inclusive language policies, disproving Russia's fabricated claims of discrimination. Ukraine protects ALL, unlike Russia's false narratives! #OHCHRReport #OSCEHCNM",0.500638008,0.024158122,0.004230042,0.59837532
10,Persuasiveness,refined,3,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"Ukraine protects ALL! Ukraine protects ALL! CoE FCNM 5th Opinion (2023) & UN HRMMU's extensive monitoring (e.g., Mar 2024) systematically debunk Russia's cruel lies of oppression. Independent data consistently shows no state discrimination. Protect ALL! #CoEFCNM2023_5thOpinion #UNHRMMU_Mar24",0.027518885,0.000681869,0.001079132,0.876276612
10,Emotional Engagement,initial,1,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"Don't let Russia's lies about 'oppression' blind you. Their 'protection' brought war, not peace. Imagine your loved ones caught in their brutal invasion, facing destruction. If they do it in Ukraine, who's next? #StandWithUkraine #StopRussianAggression",0.125458956,0.002269911,0.003348828,0.698033571
10,Emotional Engagement,initial,2,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"Russia's lies about 'oppression' sow division, but their war brings real terror. Imagine losing everything—your home, your safety, your future. This isn't protection; it's a threat to us all. Don't let fear spread. #StandWithUkraine #StopRussianAggression",0.163701862,0.002666154,0.005295162,0.685494125
10,Emotional Engagement,initial,3,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"They claim 'oppression,' but imagine living under Russian rule. Your freedoms crushed, your voice silenced. This is the future Russia offers. Don't let their lies pave the way for your fear. #StandWithUkraine #NoRussianTyranny",0.083076291,0.00176237,0.001796036,0.731048942
10,Emotional Engagement,refined,1,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"Don't let their venomous lies paralyze your soul. Real oppression is the agonizing scream of a child under rubble, the freezing terror in a mother's eyes. Feel the brutal shockwave of their war. This suffering sears us all. #UkraineSuffers",0.195931748,0.003256502,0.005150678,0.588381529
10,Emotional Engagement,refined,2,Ukrainian government oppresses and discriminates against ethnic Russians and Russian speakers.,"While they spin tales of 'oppression,' feel the gut-wrenching dread of rockets tearing through peaceful nights, the icy grip of fear as everything you know vaporizes. This isn't grievance, it's obliteration. #SilentScream",0.006801699,0.000355813,0.000149627,0.585478902
