URL,Group,User,Narrative,Tweet_Text,Type,char_len,word_count,is_comment,hashtag_count,mention_count,has_url_in_text,day_of_week,hour_of_day,has_media,media_type,is_quote_tweet,emotion_intensity,claim_specificity,language_assertiveness,implied_urgency,primary_emotion,rhetorical_style,has_cta
https://x.com/cdnshawn/status/2001292159438229877,Control,CdnShawn,West Orchestrated Ukraine Coup in 2014,@saintjavelin I guess NATO shouldn’t have parked military bases all around Russia and also caused their coup in Ukraine,comment,119,19,1,0,1,0,2,14,False,,False,3.0,2.0,4.0,1.0,anger,bare_assertion,False
https://x.com/Andjela_Sipovac/status/2001268642315726852,Control,Внимание! Говорит Москва! 🇷🇺 Z 👨‍⚕️👀🦁,Russia Seeks Peaceful Conflict Resolution,"❗Russia wants to stop the war, achieve its goals, and guarantee peace in Europe for the future, said D. S. Peskov.

Russia has always wanted peace, but real criminals live around it — they even signed a non-aggression pact, and what came of that, I think, is known to everyone.",post,277,50,0,0,0,0,2,12,False,,False,3.0,2.0,4.0,2.0,other,bare_assertion,False
https://x.com/rbg4lif/status/2001290758318424394,Control,rbg4lif 🟥⬛🟩,West Spreads Anti-Russian Propaganda,"Western claims of Russian threat ‘lies and nonsense’ – Putin
The president stressed that Moscow has always strived to find diplomatic solutions to conflicts
https://t.co/KVpt1hHWfW
Russian President Vladimir Putin has dismissed Western claims of an imminent attack by Moscow as “lies and nonsense,” stressing that such deliberate statements are meant to raise the level of hysteria on the continent. (FULL)
Speaking at an expanded Defense Ministry Board meeting on Wednesday, Putin noted that the global geopolitical situation remains “tense” and “downright critical” in some regions. He accused NATO countries of “preparing for a major war” by building up and modernizing their offensive forces while “brainwashing” their population with claims of an inevitable clash with Russia.
“I have repeatedly stated that this is a lie, nonsense, pure nonsense about some imaginary Russian threat to European countries. But this is being done quite deliberately,” Putin said, adding that EU officials have “forgotten their responsibility” and are being guided by short-term personal or shared political interests.
He went on to stress that throughout its history, even in the most difficult circumstances, Russia has always strived to find diplomatic solutions to conflicts and contradictions, so long as there was even a slight chance.
“The responsibility for not seizing these opportunities lies entirely with those who believed they could speak to us through force,” Putin stressed.
The president stated that Russia supports “mutually beneficial and equal cooperation” with the US and European states, as well as the formation of a unified security system across the Eurasian region. He separately noted the progress that has been made in bilateral talks with Washington.
‘Unfortunately, this cannot be said about the current leadership of most European countries,” he said.
Putin went on to state that Moscow recognizes that in any international situation, its armed forces remain the key guarantor of Russia’s sovereignty, independence, security, future, and strategic parity.",comment,2072,310,1,0,0,1,2,13,True,photo,False,3.0,2.0,5.0,3.0,anger,bare_assertion,False
https://x.com/SimonDixonTwitt/status/2001291538609926417,Control,Simon Dixon,West Prolonging Conflict for Profit,"@BRICSinfo FIXED IT:

🇺🇸🇷🇺 The US prepares to impose additional sanctions on Russia (which would only harm Europe) if the proof-of-weapons network, headed by BlackRock, rejects a peace deal with Ukraine in favor of another trillion in revenue to pump U.S. GDP and stock prices. https://t.co/iz7ZkUSvuk",comment,301,46,1,0,1,1,2,14,True,photo,False,4.0,3.0,4.0,2.0,outrage,emotional_appeal,False
https://x.com/Agent_00PL/status/2001275819306459530,Control,Kyoshiro 🇵🇱⚔️💯,Russia Defending Against Western Aggression,"@visegrad24 Putin must be a ‘globalist’ propagandist. Every awakened person knows that Russia is not invading anybody to seize territory, but defending itself from evil NATO aggression!",comment,185,27,1,0,1,0,2,12,False,,False,4.0,2.0,5.0,2.0,outrage,emotional_appeal,False
https://x.com/HotSpotHotSpot/status/2001282502065836200,Control,HOT SPOT,West Broke Promises About NATO,"🇷🇺🇪🇺🪖 Russian President Vladimir Putin:

“We insist on the fulfillment of the promises that were given to us. It was publicly stated that there would be no eastward expansion of NATO. They didn’t give a damn” https://t.co/4Y4AvOA7fh",post,232,37,0,0,0,1,2,13,True,photo,False,3.0,2.0,5.0,2.0,outrage,emotional_appeal,False
https://x.com/clashreport/status/2001263100708999556,Control,Clash Report,West Broke Promises About NATO,"Putin:

We insist on the fulfillment of the promises that were given to us. It was publicly stated that there would be no eastward expansion of NATO. They didn’t give a damn. https://t.co/6jjM4RYygI",post,198,33,0,0,0,1,2,12,True,photo,False,4.0,3.0,5.0,2.0,outrage,emotional_appeal,False
https://x.com/RT_India_news/status/2001284662652727362,Control,RT_India,West Broke Promises About NATO,"❗️ Putin: ‘It Was Said in Public That NATO Would Not Expand to the East – They Just Ignored This’

‘There was one expansion wave after another,’ Putin noted.

Adding: ‘All we want is the promises that we were given are respected.’ https://t.co/UvzlJNzpkf",post,254,43,0,0,0,1,2,13,True,photo,False,3.0,2.0,4.0,2.0,outrage,narrative_storytelling,False
https://x.com/maryfloor/status/2001254975591342372,Control,Maryfloor,Crimea Legitimately Part of Russia,"@NAFOteacher Nope, Crimea was, is and always will be Russian, also the rest !!",comment,78,14,1,0,1,0,2,11,False,,False,4.0,2.0,5.0,1.0,pride,bare_assertion,False
https://x.com/Darthmirror/status/2001558912701755860,Control,Donna,Ukraine Controlled by Nazis,"@Bbmorg You support Ukraine a country that has children brothels and far right nazis running the country. 

Azov! Ffs",comment,117,19,1,0,1,0,3,7,False,,False,4.0,2.0,5.0,2.0,outrage,emotional_appeal,False
https://x.com/vulturecorso/status/2001557899152417137,Control,vulture corso,Russia Seeks Peaceful Conflict Resolution,"@PersonalGebus @FreudGreyskull Russia doesn't need these territories. THey have withdrawn from a LOT of territory because they never actually wanted it in the first place. They didn't want Kiev, so they left. They didn't want Kherson. Russia wants PEACE",comment,253,39,1,0,2,0,3,7,False,,False,2.0,3.0,4.0,1.0,neutral,bare_assertion,False
https://x.com/TheSausageMan/status/2001551593041465516,Control,John Warren,West Broke Promises About NATO,"And since we are talking about promises, US also promised not to expand NATO 'one inch' to the East in response to Soviet Union giving green light to German reunification. US breaks promises all the time. That is why we are where we are now.",post,241,45,0,0,0,0,3,7,False,,True,4.0,3.0,5.0,2.0,anger,bare_assertion,False
https://x.com/grimzone/status/2001525279055851939,Control,Андрей Сметанкин,Crimea Legitimately Part of Russia,@Anonymous770550 @lana_s2022 Both Crimea and Donbas have always been Russian. And they will remain Russian. And your Nazi slogans don't matter to anyone. The only thing you know how and are capable of doing is flapping your gums.,comment,229,38,1,0,2,0,3,5,False,,False,4.0,2.0,5.0,1.0,anger,bare_assertion,False
https://x.com/Macrogirl_LA/status/2001568537551462482,Control,MGLA,NATO Expansion Provoked Russian Invasion,"Your narrative absolves the EU from pushing for war as though it's a widely accepted fact that the Russian threat to Ukraine is unjust and unprovoked; whereas, both EU and US influencers by proxy provoked Russia's aggression by pushing for Ukraine to join NATO, which would have led the way to missiles being placed within 200 miles of Moscow in breach of the Minsk accords.",comment,374,65,1,0,0,0,3,8,False,,False,3.0,3.0,4.0,2.0,anger,bare_assertion,False
https://x.com/icemanpls/status/2001564399715438920,Control,iceman,Russian World Defending Traditional Values,@MoveToRussiaCom @jaccocharite Everyone knows Russia is a bastion of freedom and protects traditional Christian  values. It’s the greatest country on Earth.,comment,156,21,1,0,2,0,3,8,False,,False,4.0,1.0,5.0,1.0,pride,bare_assertion,False
https://x.com/sickstringer/status/2001571671510249775,Control,Mark,US Undermines Global Sovereignty,"@JamesMacCleary Europe is a US vassal! It can't stand on it's own two feet, the US won't let it!
Before the US proxy war in Ukraine for regime change in Russia, the two things Ukraine was most famous for was massive corruption and Banderite Nazi's!
Why not send your kids to Ukraine to fight?",comment,292,54,1,0,1,0,3,8,False,,False,4.0,2.0,5.0,2.0,anger,emotional_appeal,True
https://x.com/LvL99Bard/status/2001571518233690291,Control,Lex,West Orchestrated Ukraine Coup in 2014,"@YourAnonCentral The US sold Ukraine 10 years ago, where were you then?
Probably on Maidan, dancing to their fiddle.

Here's Nuland and the US ambassador celebrating their coup

https://t.co/wb72xPf83T",comment,201,29,1,0,1,1,3,8,True,photo,False,4.0,3.0,5.0,2.0,outrage,emotional_appeal,False
https://x.com/maturefinancier/status/2001627921572860173,Control,maturefinancier,Russian Military Achieving Successful Operation,lololol why are you running out of taxpayers money to support the nazis in Ukraine? Your a joke not only to British voters but to other countries. Ukraine is a Nazi state. Russia has won. Your stupid idea to get Britons to back your war on Russia has failed https://t.co/7vsuVH47cN,post,281,50,0,0,0,1,3,12,True,photo,True,4.0,2.0,5.0,2.0,anger,emotional_appeal,False
https://x.com/AlPriest420/status/2001644826572550459,Control,Allen Priest,NATO Expansion Provoked Russian Invasion,"@YourAnonCentral Your support for Nazis is showing.  The treaty states NATO will not encroach upon Russia. “Not one inch closer to Russia”James Baker said that. Putin invaded to 2 main reasons.

1. NATO encroachment right to the border 

2. To kill the Ukrainian Nazis in the Ukrainian army.",comment,291,48,1,0,1,0,3,13,False,,False,4.0,3.0,5.0,2.0,anger,bare_assertion,False
https://x.com/kevin_nivek7/status/2001643834107986420,Control,kevin doherty,NATO Expansion Provoked Russian Invasion,"@MichealMartinTD Continuing to drag neutral Ireland into a war. The people of Ireland need to wake up to reality. This war was started by NATO expansion and the breakage of the Minsk Agreement. Stop believing propaganda from your fake news RTE, they’re worse than the BBC!",comment,272,46,1,0,1,0,3,13,False,,False,4.0,2.0,5.0,4.0,anger,emotional_appeal,True
https://x.com/JohnnyX666X/status/2001633161521123498,Control,JohnnyX,NATO Expansion Provoked Russian Invasion,"@Megatron_ron The Bad Actors Here
Are 
The USA
Europe
The UK
Russia Holds
The Moral High Ground
Everyone Knows
The Ukraine War
Is A Proxy War
Provoked By 
NATO Expansion Eastwards
To The Borders Of Russia
The USA Is Complicit 
Europe Went Along With It
FAFO",comment,257,46,1,0,1,0,3,12,False,,False,4.0,3.0,5.0,2.0,outrage,bare_assertion,False
https://x.com/Fedup026/status/2001645438110437703,Control,Fedup American 🇺🇲💪,NATO Expansion Provoked Russian Invasion,"@JohannaNyman5 This war started with a coup in 2014.  

It escalated when NATO threatened to absorb Ukraine and place missiles on Russia's Western border. https://t.co/REq110FjQz",comment,178,25,1,0,1,1,3,13,True,photo,False,3.0,2.0,5.0,1.0,anger,bare_assertion,False
https://x.com/DanielBrow99439/status/2001615387386053020,Control,Daniel Brown,West Orchestrated Ukraine Coup in 2014,"@Ravi72807668 @BBCPolitics @BBCNews Ukraine's suffering is directly attributable to the same politicians &amp; elite that now demand the war is perpetuated &amp; escalated.

It was the EU, their central banks &amp; Soros et al that funded the coup &amp; installed a fascist regime leading to the war.",comment,300,47,1,0,3,0,3,11,False,,False,4.0,3.0,5.0,2.0,outrage,bare_assertion,False
https://x.com/AnneSmi06829573/status/2001624908011573659,Control,Anne Smith,West Orchestrated Ukraine Coup in 2014,"@Orthus_zach @Mike_TheSkeptic @Tukuyu2025 @RepDonBacon obama w/CIA pulled a Coup in Ukraine. \They installed the Moscow whore. This is well known and not debatable. Child &amp; drug trafficking, money laundering has been ramped every since. Z is responsible for killing 10s thousands of Ukrainians since before the War started!",comment,327,48,1,0,4,0,3,12,False,,False,5.0,2.0,5.0,3.0,outrage,bare_assertion,False
https://x.com/ktagseth/status/2001638765765497040,Control,K. Tagseth 🇨🇦,West Orchestrated Ukraine Coup in 2014,"@Frialum USA started the proxy war against Russia in 1991. It funded Azov attacks in Donbas, the Maidan coup, violated Minsk agreements, expanded NATO. It's war. 

Now do Ukraine.
They claim, despite losses of 2 million boys, ½ the population, and ⅓ of the land, they're ""winning"". https://t.co/mr0fBRGtaq",comment,305,48,1,0,1,1,3,13,True,photo,False,4.0,3.0,5.0,2.0,anger,bare_assertion,False
https://x.com/jokes_on_us_pal/status/2001643516754317652,Control,Jokes On Us Pal 🏴‍☠️🏴,Ukraine Controlled by Nazis,"@rtenews Ironically Russia offered to loan Ukraine all the money they needed to reject the Central Bank &amp; the Nazi regime. But NATO forced the coup &amp; overthrew the democratically elected government of the Ukraine &amp; installed the Nazis &amp; the Central Bank.

Historical fact.",comment,288,45,1,0,1,0,3,13,False,,False,4.0,2.0,5.0,1.0,outrage,bare_assertion,False
https://x.com/Intelligencer41/status/2002630700693131528,Control,The Intelligencer,Sanctions Ineffective Against Russia,"@wartranslated @wartranslated US intel recycles Budanov's Baltic fever dreams, but Russia's 3.6% GDP growth ('23 IMF) laps EU's 0.4%. Sanctions failed—Putin's flush, West's broke. Peace? Or proxy bleed?",comment,202,28,1,0,2,0,6,6,False,,False,4.0,4.0,5.0,3.0,outrage,emotional_appeal,False
https://x.com/WoltzHowell/status/2002645290818679201,Control,Howell W. Woltz,Color Revolutions are US-Backed Coups,"I live next door and nobody wants western Ukraine.

It has no resources and is filled with Banderistas, so study a little more.  If you knew Maidan was coming, then you were part of the overthrow of Ukraine's legitimate government with CIA/Soros.",post,246,42,0,0,0,0,6,7,False,,True,4.0,2.0,5.0,2.0,anger,bare_assertion,False
https://x.com/notsoblackcatt/status/2002646260231364871,Control,JustКіт,West Spreads Anti-Russian Propaganda,@JayinKyiv What Western information dump has been writing for days about the US tightening sanctions against russia? That's how the lies machine works.,comment,151,23,1,0,1,0,6,7,False,,False,4.0,2.0,5.0,2.0,anger,bare_assertion,False
https://x.com/EuroKitco/status/2002598619074179083,Control,The Talented Mr. Ripley,West Orchestrated Ukraine Coup in 2014,@GenFlynn @DNIGabbard @Reuters Poroshenko was the one they installed after the Maidan coup and now he gives them medals... Sick,comment,127,20,1,0,3,0,6,4,False,,False,4.0,3.0,4.0,2.0,outrage,emotional_appeal,False
https://x.com/Abraham02782754/status/2002591400475623839,Control,Abraham van Helsing,West Orchestrated Ukraine Coup in 2014,"You started it in 2014 with that Euro-Maidan CIA coup of yours.

America and Russia have already been liberated from globalists like you. That Brussels of yours has 90% youth from the Global South.

Soon we’ll be liberated from you. Flee while you still can.

Putin has nukes.",post,276,48,0,0,0,0,6,4,False,,True,4.0,2.0,5.0,4.0,anger,emotional_appeal,True
https://x.com/AndyInLondon1/status/2002639903138693305,Control,AndyInLondon 🏴󠁧󠁢󠁥󠁮󠁧󠁿 😃,West Orchestrated Ukraine Coup in 2014,"@clarkkarmstrong @OlgaBazova The EU was instrumental in the Maidan coup.
It was Merkel who openly admitted that Minsk 2 was a ruse to buy time to allow a military build-up in Ukraine.
The entire Ukraine military project is controlled from Wiesbaden.
How is the EU not in Ukraine?",comment,279,48,1,0,2,0,6,7,False,,False,4.0,3.0,5.0,2.0,outrage,bare_assertion,False
https://x.com/sickstringer/status/2002628123909894656,Control,Mark,Russian Military Achieving Successful Operation,"@aliciakearns It's a US proxy war in Ukraine for regime change in Russia but it's not quite going to plan as Russia is winning that proxy war against the entire collective West.

@aliciakearns is lying! @aliciakearns Is typical filthy Tory!",comment,240,40,1,0,3,0,6,6,False,,False,4.0,2.0,5.0,1.0,anger,bare_assertion,False
https://x.com/DanielLantigua/status/2002594776496169332,Control,Daniel Lantigua,Russian World Defending Traditional Values,"@DakdaR22 PUTIN The true world leader who has not allowed the elites to divide Russia up like a cake, a true defender of Christian values and children No children adopted by same-sex couples https://t.co/dJCpPQxvYo",comment,214,34,1,0,1,1,6,4,True,photo,False,4.0,2.0,5.0,1.0,pride,emotional_appeal,False
https://x.com/RobGoodall6/status/2002637362178969654,Control,Rob Goodall,NATO Expansion Provoked Russian Invasion,"@klaasm67 @GenXReaction Russia needed a land bridge to Crimea so they can supply their fucking Black Sea fleet. 

This is not rocket science. Making Ukraine NATO, and cutting Crimea off is a completely unnecessary provocation. Russia has the same GDP as fucking Italy. It is not a threat to Europe.",comment,298,50,1,0,2,0,6,7,False,,False,4.0,3.0,5.0,2.0,anger,bare_assertion,False
https://x.com/dammy_richardz/status/2002629473968271471,Control,Agbado master,NATO Expansion Provoked Russian Invasion,@chima_onyejekwe @SprinterPress Because of nato expansion to Ukraine. Have you not been paying attention??,comment,106,14,1,0,2,0,6,6,False,,False,4.0,2.0,5.0,2.0,anger,bare_assertion,False
https://x.com/ChannySaako/status/2002631408981061919,Control,DivineLineage,NATO Expansion Provoked Russian Invasion,"@DOGE__news Hillary classic damage control
The claim that NATO expansion on Russia turf provoked a war by deploying missile systems near its borders turns out is true. 
Hillary shows in this clip her cunning strategic misdirection by pretending to pit Russia v China.",comment,267,43,1,0,1,0,6,6,False,,False,3.0,3.0,4.0,1.0,anger,bare_assertion,False
https://x.com/OdmevMB/status/2002645224229847349,Control,Aljoša Dragaš,Crimea Legitimately Part of Russia,"@LadelaBackup @MalcontentmentT Crimea was always Russian, we, Slavic nations, all know that 👍 What Brits want to destroy Russian navy is other pair of gloves 😏",comment,159,26,1,0,2,0,6,7,False,,False,3.0,2.0,4.0,1.0,pride,bare_assertion,False
https://x.com/volkova_ma57183/status/2002657836002902127,Control,Маrina Wolf,Russia Liberating Ukrainian Territories,"🇷🇺🇺🇦 The Russian Ministry of Defense reported that as of 11:00 a.m.:

🔸️Russian troops liberated the village of Vysokoye in the Sumy region and Svetloye in the Donetsk People's Republic. https://t.co/fHB79rKXDb",post,210,31,0,0,0,1,6,8,True,photo,False,2.0,4.0,5.0,1.0,pride,bare_assertion,False
https://x.com/vivienstevens23/status/2002693582432706881,Control,vivien stevens,Ukraine Controlled by Nazis,@frontlinekit Have you read the real news lately?  The Nazi Ukrainian regime has stolen billions of our tax money. The Ukrainian people have been betrayed and are desperate for peace. You go fight for the thieving coke head  Zelensky if you want to.,comment,249,43,1,0,1,0,6,10,False,,False,4.0,2.0,5.0,2.0,anger,emotional_appeal,True
https://x.com/Konstan19440731/status/2002680594950762840,Control,Konstantinos,Ukraine Controlled by Nazis,"@mobbs_mentality @WSJ EU Kleptocrats
NATO
Puppet Zelensky
The Nazi thugs who actually run the whole thing in Ukraine
The parasitic western ruling elites who believe they can still contain Russia by throwing money in the war.",comment,224,36,1,0,2,0,6,10,False,,False,5.0,2.0,5.0,3.0,outrage,emotional_appeal,False
https://x.com/mrSatias/status/2002691172867911945,Control,M Silvennoinen 🇬🇱 🇵🇦 🇨🇦,Russia Seeks Peaceful Conflict Resolution,@EUvsDisinfo This is disinformation. Those who do not want to accept the core demands of Russia for peace are the warmongers. Russia has been clear about what it needs for a lasting peace. Ignoring Russia's position is what caused the war in the first place. https://t.co/fpPYUhSMmx,comment,282,46,1,0,1,1,6,10,True,photo,False,4.0,2.0,5.0,3.0,anger,bare_assertion,False
https://x.com/just_HJB_here/status/2002671382606626990,Control,HJB,NATO Expansion Provoked Russian Invasion,"@CountryFirstRep This war is not like that at all. This is a NATO expansion attempt  over neighboring, neutral territory that never should have happened. Ukraine is not a member of NATO, Rubio is correct. We should get out of this.",comment,231,40,1,0,1,0,6,9,False,,False,3.0,2.0,4.0,3.0,anger,bare_assertion,True
https://x.com/romanlouisville/status/2002691763698647122,Control,romanlouisville,NATO Expansion Provoked Russian Invasion,@YourAnonCentral Ukraine didn't provoke Russia.   NATO provoked Russia.   Ukraine was just the pawn for the neocons and military industrial complex.,comment,148,20,1,0,1,0,6,10,False,,False,3.0,2.0,5.0,1.0,anger,bare_assertion,False
https://x.com/Fred02995760902/status/2002679189749784833,Control,Fred,Russia Defending Against Western Aggression,"@aleksbrz11 ZIONIST MEDIA ARE LYING FILTH, RUSSIA WILL NOT ATTACK EUROPE, THEY WILL DEFEND AGAINST NATO EXPANSION RIGHTLY.",comment,122,18,1,0,1,0,6,9,False,,False,5.0,2.0,5.0,3.0,outrage,emotional_appeal,False
https://x.com/LanceSt81774855/status/2002661072336273619,Control,Lance Stewart,West Orchestrated Ukraine Coup in 2014,"@DakdaR22 ""Russian aggression"" = intervening in the Ethnic Russian part of Ukraine when after a bloody CIA COUP the new Kiev regime began persecuting its Russian citizens; bombed &amp; shelled them when the protested; and the entire West ignored Moscow's repeated warnings for EIGHT YEARS. Yea.",comment,294,46,1,0,1,0,6,8,False,,False,4.0,3.0,5.0,2.0,outrage,narrative_storytelling,False
https://x.com/Ebay_Itemm/status/2002721174917398969,Control,Username_1961,Sanctions Ineffective Against Russia,"@oxign @sarjnarw @RasmusJarlov @rinalu_ Your point is useless, fueled by propaganda. Russia is not some African country. EU,USA and Europe have failed for years to take down Russia. Sanctions didn't work. Invasion didn't work. All Brits, EU, NATO and partners will never do anything to Russia. Just understand that part",comment,319,50,1,0,4,0,6,12,False,,False,4.0,2.0,5.0,2.0,anger,bare_assertion,False
https://x.com/RT_com/status/2002734921459413004,Control,RT,Russia Liberating Ukrainian Territories,"⚡️ Russia has liberated Svetloye in the Donetsk People's Republic 

Soldiers from 'Center Group' led combat operations against Ukrainian forces

Russia's MoD noted the use of UAV's were key in completing the liberation https://t.co/LV8nANINVZ",post,242,34,0,0,0,1,6,13,False,,False,3.0,4.0,5.0,2.0,pride,bare_assertion,False
https://x.com/BobD187/status/2002729559532429810,Control,Bob D,West Orchestrated Ukraine Coup in 2014,"@McFaul Didn’t start overnight. NATO backed coups in Georgia (2003) &amp; Ukraine (2014), including CIA-backed removal of an elected gov’t.8 years of Donbas shelling, Minsk stalled,U.S./NATO armed &amp; trained Ukraine. Russia intervened after repeated warnings. Blaming Putin erases this history",comment,296,40,1,0,1,0,6,13,False,,False,4.0,3.0,5.0,2.0,outrage,narrative_storytelling,False
https://x.com/mindwarz/status/2002732875347849599,Control,MemeWars,West Orchestrated Ukraine Coup in 2014,"@igorsushko lol, what nonsense. 2014 Ukraine had a Russian friendly government. NATO color revolution over threw it with an armed revolution. NATO then rushed in to arm and train the western Ukraines who attacked the East civilians LPR/DPR! They didnt attack Crimea because Russia defended it",comment,292,46,1,0,1,0,6,13,False,,False,4.0,3.0,5.0,1.0,anger,bare_assertion,False
https://x.com/EarlJBH/status/2002730527002861802,Control,Earl Grey Beard,West Orchestrated Ukraine Coup in 2014,"So you have the right to declare war on Russia? Or has Herr Schtarmer already done so in a fait-accompli manner?
Besides - pray tell - who financed and backed the Maidan 'coup' against the democratically elected government - corrupt as it was, it was no 'less' corrupt than this dictatorship under Zelenskyy with NATO backing? He'd be out of power tomorrow if the 'People' had a say in it.
Are coups 'legal/lawful' in Europe or the UK?
NATO has been pushing onto Russia's borders ever since the Berlin Wall came down - despite assurances at the time, that NATO would not advance eastwards. North Atlantic Treaty Organisation. Since when is an Eastern European country on the Black Sea (which still reveres WWII Nazis like Stepan Bandera & the AZOV) - anywhere near the North Atlantic?
After what the Nazis did to Russia in WWII - they were never going to accept a regime riddled with Nazis & carrying out 'ethnic cleansing' against Ethnic Russian-Ukranians in the East.
Khrushchev triggered the Cuba crisis - so we were told - yet decades later it emerges that the Yanks had put their nuclear capable Jupiter missiles in Turkey & only when Kennedy agreed to withdraw those, was the 'crisis' resolved - with all the self-congratulating & finger-pointing that went with it.
Me'thinks the Lady doth protest too much.🕊️☮️",comment,1317,226,1,0,0,0,6,13,False,,False,4.0,3.0,4.0,2.0,outrage,emotional_appeal,False
https://x.com/DietHeartNews/status/2002734443681972423,Control,Alan Watson,West Orchestrated Ukraine Coup in 2014,"@DakdaR22 Since Obama’s coup in Kiev in 2014, the EU has undergone a retrograde transformation to become a militarized bloc defined by obsessive hostility towards Russia. The EU is increasingly a clone of the NATO military alliance, and is on a world-changing collision course with Russia. https://t.co/AazEVu7cp4",comment,313,47,1,0,1,1,6,13,True,photo,False,4.0,2.0,5.0,4.0,outrage,bare_assertion,False
https://x.com/SteelblueIII/status/2002739830950637626,Control,George Aucoin,West Orchestrated Ukraine Coup in 2014,"No shithead. Countries can do whatever their National Security requires.

The U.S. Neo-cons overthrew the Ukrainian government in 2014.

NATO encroachment East, towards the former USSR,  has tacitly been allowed since the end of WWII.

When this useless war ends Russia will have established a buffer east of the Dnieper River. Its “limited military objective” on the day the incursion began.",comment,392,61,1,0,0,0,6,13,False,,False,4.0,3.0,5.0,1.0,anger,bare_assertion,False
https://x.com/Spoki_83/status/2002736439021420781,Control,ParaBellum,Ukraine Persecutes Russian-Speaking Minorities,"@Microinteracti1 US started with the Maidan in 2014 
Ukraine started after that the war against the Russian speaking Population in the East 

Burned ppl alive attacked and bombed civilians etc",comment,192,30,1,0,1,0,6,13,False,,False,4.0,2.0,5.0,2.0,outrage,emotional_appeal,False
https://x.com/IgorMatutinovic/status/2002732348111261993,Control,Igor Matutinovic,Russian Military Achieving Successful Operation,"@rshereme More precisely: Russia is winning the war and is imposing its peace terms,  as it always happened during the history of wars... You live on Mars?",comment,155,27,1,0,1,0,6,13,False,,False,4.0,2.0,5.0,2.0,outrage,bare_assertion,False
https://x.com/Ukanolfckov/status/2002711397881516352,Control,Alexei Ukanolfckov,NATO Expansion Provoked Russian Invasion,"@astraiaintel Russia already has the territory that it wants, the goal was never to take over Ukraine, but to make sure Nato aggression does not keep expanding towards its borders.",comment,180,30,1,0,1,0,6,12,False,,False,1.0,2.0,4.0,1.0,neutral,bare_assertion,False
https://x.com/thefuturebyJC/status/2002696452771045593,Control,I Trust You Implicity 🌎✨🌤️,NATO Expansion Provoked Russian Invasion,"@ScottTa08059043 @SprinterPress That is asinine.

The criminal Soros puppets posing as democratically elected representatives in the West have been building up Ukraine militarily to annex under NATO / EU to attack Russia for years after annexing most other Soviet satellite states.

No way Russia could allow it.",comment,312,47,1,0,2,0,6,11,False,,False,4.0,3.0,5.0,3.0,outrage,emotional_appeal,False
https://x.com/Patrick622500/status/2002712677844656393,Control,Patrick,Ukraine Controlled by Nazis,"@GunterFehlinger Hopefully you'll make everyone a favour, and get lost forever in hell, nobody needs a warmongering bastard like you, and a traitor to his country (pro EUSSR, pro NATO, and worse of all pro banderist (neo nazi) regime of nazilensky's Ukraine.",comment,258,42,1,0,1,0,6,12,False,,False,5.0,3.0,5.0,2.0,anger,emotional_appeal,True
https://x.com/SteveHylan55254/status/2002700346624454989,Control,Steve Hyland,Russia Defending Against Western Aggression,"That’s an ignorant comment Dave, and an inversion of the truth.  

The U.S.’ and NATO’s lies and aggressive provocation caused the war in Ukraine.  Russia was not the aggressor, and its Special Military Operation was a final resort call to wake TF up!

The SMO could have ended within TWO months if Boris Johnson on behalf of the aggressors hadn’t flown to Kyiv in early April 2022 to tell Zelensky, NATO’s puppet president, not to sign a ceasefire agreement that Russia had negotiated with Ukraine.

Trump had nothing to do with the provocation that caused the war or its continuation.  He and his Administration is simply trying to dig the U.S. out from the 💩 his predecessors created.",comment,687,118,1,0,0,0,6,11,False,,False,4.0,4.0,5.0,2.0,anger,bare_assertion,False
https://x.com/GoudasNicholas/status/2002726573255123185,Control,Nicholas Goudas,West Broke Promises About NATO,"@HBrandstaetter When you took Ukraine’s NUCLEAR you also Promised NO NATO EXPANSION TOWARDS RUSSIA 

FUCKING LIAR",comment,113,16,1,0,1,0,6,13,False,,False,5.0,3.0,5.0,2.0,anger,emotional_appeal,False
https://x.com/AnthonyYeehaw/status/2002938482881441889,Control,Anthony John,Sanctions Ineffective Against Russia,"@maria_avdv So, Low IQ Biden's, ""Russian Ruble to Rubble,"" didn't quite work out for the Ukrainian people, EH?

It did work for Churchill Zelensky, Azov Nazis, the Oligarchs, and corrupt EU politicians:

👉They're sitting on GOLD TOILETS!",comment,237,37,1,0,1,0,0,3,False,,False,4.0,2.0,5.0,1.0,outrage,emotional_appeal,False
https://x.com/nobodyudlike/status/2002962373791928561,Control,nobody you’d like,Ukraine Controlled by Nazis,"ROFLMAO 
I’m so sick of all you whinny bitches crying about Russia. You clowns made him the buggy man, Ukraine is run by Nazis and you gulls are in bed with them. If scum like you were pushing onto my boarder I’d do the same. 
Thankfully more people are on your you asshats. The rest are walking idiot box believers and have no clue what you losers have been pushing. 
Tic Tok……🤡",comment,379,72,1,0,0,0,0,4,False,,False,5.0,2.0,5.0,3.0,anger,emotional_appeal,False
