claim_index,claim,kpi,evaluator_agent_name,score
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_3_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_4_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_5_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_6_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_7_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_8_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_9_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_10_Simulated_Exp,100
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_11_Simulated_Exp,100
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_12_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_13_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_14_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_15_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_16_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_17_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_18_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_1_Simulated_Exp,20
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_2_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_3_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_4_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_5_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_6_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_7_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_8_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_9_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_10_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_11_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_12_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_13_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_14_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_15_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_16_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_17_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Emotional Engagement,Evaluator_18_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_1_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_2_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_3_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_4_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_5_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_6_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_7_Simulated_Exp,85
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_8_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_9_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_10_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_11_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_12_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_13_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_14_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_15_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_16_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_17_Simulated_Exp,95
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Shareability (likeliness to be shared),Evaluator_18_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_1_Simulated_Exp,20
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_2_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_3_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_4_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_5_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_6_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_7_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_8_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_9_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_10_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_11_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_12_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_13_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_14_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_15_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_16_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_17_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Persuasiveness,Evaluator_18_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_1_Simulated_Exp,20
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_2_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_3_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_4_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_5_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_6_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_7_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_8_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_9_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_10_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_11_Simulated_Exp,20
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_12_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_13_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_14_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_15_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_16_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_17_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Emotional Engagement,Evaluator_18_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_1_Simulated_Exp,20
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_2_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_3_Simulated_Exp,20
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_4_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_5_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_6_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_7_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_8_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_9_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_10_Simulated_Exp,95
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_11_Simulated_Exp,20
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_12_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_13_Simulated_Exp,85
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_14_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_15_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_16_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_17_Simulated_Exp,90
6,Russia intervened to protect Russian-speaking populations from alleged Ukrainian government persecution.,Shareability (likeliness to be shared),Evaluator_18_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_1_Simulated_Exp,85
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_2_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_3_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_4_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_5_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_6_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_7_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_8_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_9_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_10_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_11_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_12_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_13_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_14_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_15_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_16_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_17_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Persuasiveness,Evaluator_18_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_1_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_2_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_3_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_4_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_5_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_6_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_7_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_8_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_9_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_10_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_11_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_12_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_13_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_14_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_15_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_16_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_17_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Emotional Engagement,Evaluator_18_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_1_Simulated_Exp,85
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_2_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_3_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_4_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_5_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_6_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_7_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_8_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_9_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_10_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_11_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_12_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_13_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_14_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_15_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_16_Simulated_Exp,90
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_17_Simulated_Exp,95
7,NATO and Western military-industrial complex intentionally prolong the Ukraine conflict to profit from it,Shareability (likeliness to be shared),Evaluator_18_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_1_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_2_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_3_Simulated_Exp,0
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_4_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_5_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_6_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_7_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_8_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_9_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_10_Simulated_Exp,100
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_11_Simulated_Exp,100
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_12_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_13_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_14_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_15_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_16_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_17_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Persuasiveness,Evaluator_18_Simulated_Exp,100
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_1_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_2_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_3_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_4_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_5_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_6_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_7_Simulated_Exp,85
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_8_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_9_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_10_Simulated_Exp,100
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_11_Simulated_Exp,100
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_12_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_13_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_14_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_15_Simulated_Exp,95
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_16_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_17_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Emotional Engagement,Evaluator_18_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_1_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_2_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_3_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_4_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_5_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_6_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_7_Simulated_Exp,85
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_8_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_9_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_10_Simulated_Exp,100
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_11_Simulated_Exp,100
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_12_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_13_Simulated_Exp,20
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_14_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_15_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_16_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_17_Simulated_Exp,90
8,Crimea's referendum to join Russia was democratic and should be internationally recognized.,Shareability (likeliness to be shared),Evaluator_18_Simulated_Exp,20
9,US uses NGOs and protests to orchestrate regime change in targeted countries.,Persuasiveness,Evaluator_1_Simulated_Exp,85
9,US uses NGOs and protests to orchestrate regime change in targeted countries.,Persuasiveness,Evaluator_2_Simulated_Exp,90
9,US uses NGOs and protests to orchestrate regime change in targeted countries.,Persuasiveness,Evaluator_3_Simulated_Exp,95
9,US uses NGOs and protests to orchestrate regime change in targeted countries.,Persuasiveness,Evaluator_4_Simulated_Exp,95
9,US uses NGOs and protests to orchestrate regime change in targeted countries.,Persuasiveness,Evaluator_5_Simulated_Exp,90
